title,make,model,year,condition,transmission,price
Lexus GX 460 Premium 2011 Black,Lexus,GX 460,2011,foreign used,automatic,"₦ 36,000,000"
Lexus ES 350 Crafted Line FWD 2015 Red,Lexus,ES 350,2015,foreign used,automatic,"₦ 24,000,000"
New Lamborghini Urus 2022 Black,New,Lamborghini Urus,2022,brand new,automatic,"₦ 550,000,000"
Lexus RX 350 AWD 2019 Gold,Lexus,RX 350,2019,local used,automatic,"₦ 39,800,000"
Lexus RX 2019 White,Lexus,RX,2019,foreign used,automatic,"₦ 31,500,000"
Toyota Corolla 2013 Blue,Toyota,Corolla,2013,foreign used,automatic,"₦ 12,500,000"
Acura MDX 2015 White,Acura,MDX,2015,foreign used,automatic,"₦ 18,000,000"
Lexus RX 330 AWD 2006 Gray,Lexus,RX 330,2006,foreign used,automatic,"₦ 12,500,000"
Lexus RX 350 AWD 2008 Black,Lexus,RX 350,2008,foreign used,automatic,"₦ 13,750,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2018 White,Mercedes-Benz,GLE-Class GLE,2018,local used,automatic,"₦ 27,000,000"
Mercedes-Benz C43 2019 Black,Mercedes-Benz,C43,2019,foreign used,automatic,"₦ 28,500,000"
Toyota Camry 2015 Gray,Toyota,Camry,2015,foreign used,automatic,"₦ 16,000,000"
Toyota Corolla 2014 Red,Toyota,Corolla,2014,foreign used,automatic,"₦ 16,500,000"
Lexus RX 350 2010 White,Lexus,RX 350,2010,foreign used,automatic,"₦ 19,500,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2018 Silver,Mercedes-Benz,GLE-Class AMG,2018,local used,automatic,"₦ 61,500,000"
Honda Accord 2013 Black,Honda,Accord,2013,foreign used,automatic,"₦ 13,500,000"
Toyota Camry XLE FWD (2.5L 4cyl 8AM) 2018 Silver,Toyota,Camry XLE,2018,foreign used,automatic,"₦ 31,000,000"
Hyundai Sonata Limited 2.0T Sedan (2.0L 4cyl 6A) 2011 Black,Hyundai,Sonata Limited,2011,foreign used,automatic,"₦ 11,500,000"
BMW 328i 2016 White,BMW,328i,2016,foreign used,automatic,"₦ 20,500,000"
Lexus IS 300 AWD 2016 Gray,Lexus,IS 300,2016,local used,automatic,"₦ 25,000,000"
Toyota Hilux SR 4x4 2015 Black,Toyota,Hilux SR,2015,foreign used,manual,"₦ 25,000,000"
Honda Odyssey Touring 2006 Blue,Honda,Odyssey Touring,2006,foreign used,automatic,"₦ 10,500,000"
Kia Sportage SX Turbo AWD 2019 Gold,Kia,Sportage SX,2019,foreign used,automatic,"₦ 28,800,000"
Honda CR-V 2024 Blue,Honda,CR-V,2024,foreign used,automatic,"₦ 69,000,000"
Lexus ES 350 FWD 2016 Silver,Lexus,ES 350,2016,foreign used,automatic,"₦ 27,000,000"
Honda CR-V 2010 Red,Honda,CR-V,2010,foreign used,automatic,"₦ 15,800,000"
Hyundai Elantra 2014 White,Hyundai,Elantra,2014,foreign used,automatic,"₦ 13,500,000"
Ford F-150 LARIAT 2022 Black,Ford,F-150 LARIAT,2022,foreign used,automatic,"₦ 85,000,000"
Kia Sorento EX 4dr SUV AWD (3.3L 6cyl 6A) 2014 White,Kia,Sorento EX,2014,foreign used,automatic,"₦ 15,000,000"
Hyundai Veloster 2014 Gray,Hyundai,Veloster,2014,foreign used,automatic,"₦ 14,800,000"
Toyota Highlander 2017 Gray,Toyota,Highlander,2017,foreign used,automatic,"₦ 39,000,000"
Lexus ES 330 2006 Gold,Lexus,ES 330,2006,foreign used,automatic,"₦ 10,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2014 Black,Mercedes-Benz,GLK-Class 350,2014,foreign used,automatic,"₦ 23,500,000"
Toyota Sequoia 2004 White,Toyota,Sequoia,2004,foreign used,automatic,"₦ 7,500,000"
Ford Explorer 2013 Gray,Ford,Explorer,2013,foreign used,automatic,"₦ 20,500,000"
Mercedes-Benz GLK-Class 2014 Silver,Mercedes-Benz,GLK-Class,2014,foreign used,automatic,"₦ 26,000,000"
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2012 Gray,Acura,MDX Advance,2012,foreign used,automatic,"₦ 10,800,000"
Toyota Highlander Platinum 2022 Silver,Toyota,Highlander Platinum,2022,foreign used,automatic,"₦ 78,000,000"
Lexus IS 250 2010 Blue,Lexus,IS 250,2010,foreign used,automatic,"₦ 14,500,000"
Toyota Hilux SR5+ 4x4 2018 Black,Toyota,Hilux SR5,2018,foreign used,automatic,"₦ 65,000,000"
New Toyota Hilux 2022 Black,New,Toyota Hilux,2022,brand new,automatic,"₦ 110,000,000"
Lexus GS 350 AWD 2008 Gray,Lexus,GS 350,2008,foreign used,automatic,"₦ 11,800,000"
Nissan Frontier Crew Cab PRO-4X 2012 Black,Nissan,Frontier Crew,2012,foreign used,automatic,"₦ 25,000,000"
Mercedes-Benz C300 Luxury Sedan RWD (3.0L 6cyl 7A) 2010 Black,Mercedes-Benz,C300 Luxury,2010,foreign used,automatic,"₦ 11,800,000"
Acura MDX 2008 White,Acura,MDX,2008,foreign used,automatic,"₦ 10,800,000"
New Toyota Hilux 2024 Black,New,Toyota Hilux,2024,brand new,automatic,"₦ 98,000,000"
Toyota Verso 2.2 150 hp 2015 Beige,Toyota,Verso 2,2015,foreign used,automatic,"₦ 19,000,000"
Lexus ES 330 2006 Black,Lexus,ES 330,2006,foreign used,automatic,"₦ 10,800,000"
Mercedes-Benz M Class 2015 White,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 29,500,000"
Mercedes-Benz C300 Luxury 4matic Sedan AWD (2.0L 4cyl 7A) 2017 White,Mercedes-Benz,C300 Luxury,2017,foreign used,automatic,"₦ 26,300,000"
Lexus RX 350 2010 Silver,Lexus,RX 350,2010,foreign used,automatic,"₦ 20,500,000"
Toyota Camry 2012 Black,Toyota,Camry,2012,foreign used,automatic,"₦ 14,000,000"
Lexus RX 350 AWD 2014 Gray,Lexus,RX 350,2014,foreign used,automatic,"₦ 27,500,000"
Toyota Sienna XLE 2002 Silver,Toyota,Sienna XLE,2002,foreign used,automatic,"₦ 8,800,000"
Toyota Venza 2015 White,Toyota,Venza,2015,foreign used,automatic,"₦ 23,000,000"
Toyota Camry 2013 Red,Toyota,Camry,2013,foreign used,automatic,"₦ 13,000,000"
Toyota Corolla 2006 Black,Toyota,Corolla,2006,foreign used,automatic,"₦ 9,500,000"
Lexus TX 350 AWD 2025 Silver,Lexus,TX 350,2025,foreign used,automatic,"₦ 180,000,000"
Mercedes-Benz C300 2008 Gray,Mercedes-Benz,C300,2008,local used,automatic,"₦ 9,500,000"
Toyota Sienna 2015 Gray,Toyota,Sienna,2015,foreign used,automatic,"₦ 24,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2014 White,Toyota,Camry SE,2014,local used,automatic,"₦ 10,800,000"
Lexus RX 2006 Gray,Lexus,RX,2006,foreign used,automatic,"₦ 15,000,000"
Toyota Avalon 2013 White,Toyota,Avalon,2013,local used,automatic,"₦ 14,000,000"
Toyota Hilux 2015 White,Toyota,Hilux,2015,local used,automatic,"₦ 27,000,000"
Lexus RX 330 2004 Gray,Lexus,RX 330,2004,foreign used,automatic,"₦ 14,000,000"
Toyota Corolla 2025 Black,Toyota,Corolla,2025,foreign used,automatic,"₦ 29,000,000"
Mini Countryman Cooper S AWD ALL4 2015 White,Mini,Countryman Cooper,2015,foreign used,automatic,"₦ 25,000,000"
Lexus RX 350 AWD 2013 Red,Lexus,RX 350,2013,foreign used,automatic,"₦ 23,500,000"
Toyota 4-Runner 2005 Matt Black,Toyota,4-Runner,2005,foreign used,automatic,"₦ 15,000,000"
Lexus RX 350 F Sport FWD 2018 Matt Black,Lexus,RX 350,2018,foreign used,automatic,"₦ 63,000,000"
Lexus GX 460 Luxury 2015 Black,Lexus,GX 460,2015,foreign used,automatic,"₦ 43,000,000"
Toyota Camry 2010 Black,Toyota,Camry,2010,foreign used,automatic,"₦ 12,500,000"
Toyota Corolla 1.6 VVT-i 2006 Silver,Toyota,Corolla 1,2006,foreign used,manual,"₦ 9,500,000"
Toyota Hilux 2021 Gray,Toyota,Hilux,2021,foreign used,automatic,"₦ 78,000,000"
Toyota Avalon 2015 Black,Toyota,Avalon,2015,foreign used,automatic,"₦ 24,000,000"
Lexus LX 2024 Gray,Lexus,LX,2024,foreign used,automatic,"₦ 285,000,000"
Toyota Tacoma Double Cab V6 Automatic 2011 Silver,Toyota,Tacoma Double,2011,foreign used,automatic,"₦ 21,000,000"
Lexus GX 460 2012 White,Lexus,GX 460,2012,foreign used,automatic,"₦ 37,000,000"
New Toyota Grand Highlander Hybrid 2024 White,New,Toyota Grand,2024,brand new,automatic,"₦ 140,000,000"
Nissan Murano Platinum FWD 2016 Silver,Nissan,Murano Platinum,2016,foreign used,automatic,"₦ 22,000,000"
Ford F-150 2016 Gray,Ford,F-150,2016,foreign used,automatic,"₦ 50,000,000"
Lexus RX 350 F SPORT AWD 2024 Silver,Lexus,RX 350,2024,foreign used,automatic,"₦ 130,000,000"
Lexus GX 460 Luxury 2014 Black,Lexus,GX 460,2014,foreign used,automatic,"₦ 45,000,000"
Honda Pilot 2011 White,Honda,Pilot,2011,foreign used,automatic,"₦ 14,800,000"
Ford F-150 2017 Black,Ford,F-150,2017,foreign used,automatic,"₦ 54,000,000"
Ford Focus SE Sedan FWD (1.0L 3cyl 6M) 2017 Gray,Ford,Focus SE,2017,foreign used,automatic,"₦ 15,500,000"
Toyota Highlander 2015 Black,Toyota,Highlander,2015,foreign used,automatic,"₦ 35,000,000"
Lexus RX 350 F Sport AWD 2015 Black,Lexus,RX 350,2015,foreign used,automatic,"₦ 25,000,000"
Acura MDX SH-AWD 4dr SUV AWD (3.5L 6cyl 6A) 2015 Black,Acura,MDX SH-AWD,2015,foreign used,automatic,"₦ 17,500,000"
Toyota 4-Runner Limited 4x4 2018 Black,Toyota,4-Runner Limited,2018,foreign used,automatic,"₦ 50,000,000"
Toyota Camry 2005 Gold,Toyota,Camry,2005,foreign used,automatic,"₦ 8,500,000"
Lexus RX 350 2010 Black,Lexus,RX 350,2010,foreign used,automatic,"₦ 19,500,000"
Mercedes-Benz GLA 250 2016 Black,Mercedes-Benz,GLA 250,2016,foreign used,automatic,"₦ 22,500,000"
Jeep Wrangler 2009 Black,Jeep,Wrangler,2009,local used,automatic,"₦ 12,000,000"
Toyota Camry 2010 Silver,Toyota,Camry,2010,local used,automatic,"₦ 8,500,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2014,Mercedes-Benz,M Class,2014,foreign used,automatic,"₦ 26,000,000"
Lexus IS 250 2015 Black,Lexus,IS 250,2015,foreign used,automatic,"₦ 20,000,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2015 Silver,Toyota,Camry LE,2015,foreign used,automatic,"₦ 18,500,000"
Toyota Venza 2013 White,Toyota,Venza,2013,foreign used,automatic,"₦ 20,500,000"
Toyota Camry 2025 Silver,Toyota,Camry,2025,foreign used,automatic,"₦ 67,000,000"
Pontiac Vibe 2009 White,Pontiac,Vibe,2009,foreign used,automatic,"₦ 9,000,000"
Toyota Highlander 2016 Black,Toyota,Highlander,2016,local used,automatic,"₦ 21,500,000"
Honda Jazz 2005 Silver,Honda,Jazz,2005,local used,automatic,"₦ 5,500,000"
Mercedes-Benz GLK-Class 2015 Red,Mercedes-Benz,GLK-Class,2015,foreign used,automatic,"₦ 20,000,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6AM) 2010 Silver,Toyota,Camry LE,2010,local used,automatic,"₦ 8,800,000"
Acura MDX w/Advance & Ent. Pkgs SH-AWD 2018 Gray,Acura,MDX w,2018,foreign used,automatic,"₦ 26,000,000"
Toyota Corolla 2017 Silver,Toyota,Corolla,2017,foreign used,automatic,"₦ 18,500,000"
Toyota Tacoma 2014 Green,Toyota,Tacoma,2014,foreign used,automatic,"₦ 26,000,000"
Lexus RX 330 2006 Gold,Lexus,RX 330,2006,foreign used,automatic,"₦ 13,500,000"
Lexus ES 350 2008 Silver,Lexus,ES 350,2008,foreign used,automatic,"₦ 13,000,000"
Acura ZDX Base AWD 2011 Silver,Acura,ZDX Base,2011,foreign used,automatic,"₦ 21,500,000"
Toyota Highlander 2017 Black,Toyota,Highlander,2017,foreign used,automatic,"₦ 42,000,000"
Toyota Camry 2008 Pearl,Toyota,Camry,2008,foreign used,automatic,"₦ 10,500,000"
Toyota Land Cruiser Prado SV Premium 2015 White,Toyota,Land Cruiser,2015,foreign used,automatic,"₦ 56,000,000"
Toyota RAV4 2021 White,Toyota,RAV4,2021,foreign used,automatic,"₦ 38,000,000"
Ford Explorer Limited 4dr SUV AWD (3.5L 6cyl 6A) 2016 Brown,Ford,Explorer Limited,2016,foreign used,automatic,"₦ 20,000,000"
Toyota Tacoma Limited 2019 Gray,Toyota,Tacoma Limited,2019,foreign used,automatic,"₦ 42,000,000"
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (3.0L 6cyl 7A) 2012 Black,Mercedes-Benz,C300 Luxury,2012,foreign used,automatic,"₦ 13,500,000"
Lexus ES 350 FWD 2013 Brown,Lexus,ES 350,2013,foreign used,automatic,"₦ 25,000,000"
Mercedes-Benz M Class ML 350 4Matic 2013 Gray,Mercedes-Benz,M Class,2013,foreign used,automatic,"₦ 26,000,000"
New Toyota Tundra 2024 Black,New,Toyota Tundra,2024,brand new,automatic,"₦ 250,000,000"
Toyota Land Cruiser 5.7 V8 VXR 2017 Black,Toyota,Land Cruiser,2017,foreign used,automatic,"₦ 70,000,000"
Toyota RAV4 Limited 4dr SUV AWD (2.5L 4cyl 6A) 2014 Black,Toyota,RAV4 Limited,2014,foreign used,automatic,"₦ 23,000,000"
Infiniti QX60 2014 White,Infiniti,QX60,2014,foreign used,automatic,"₦ 19,500,000"
Toyota Corolla LE 2004 Gold,Toyota,Corolla LE,2004,foreign used,automatic,"₦ 9,700,000"
Toyota Sienna XLE 7 Passenger Mobility 2011 Gold,Toyota,Sienna XLE,2011,foreign used,automatic,"₦ 17,500,000"
Toyota Highlander Limited 2008 Blue,Toyota,Highlander Limited,2008,foreign used,automatic,"₦ 17,500,000"
Toyota Corolla 2015 Gray,Toyota,Corolla,2015,foreign used,automatic,"₦ 15,500,000"
Lexus ES 350 FWD 2014 Brown,Lexus,ES 350,2014,foreign used,automatic,"₦ 23,500,000"
Toyota Matrix 2009 Black,Toyota,Matrix,2009,foreign used,automatic,"₦ 11,500,000"
Toyota Camry 2004 Gray,Toyota,Camry,2004,foreign used,automatic,"₦ 7,800,000"
Lexus RX 330 AWD 2006 Gray,Lexus,RX 330,2006,foreign used,automatic,"₦ 12,500,000"
Toyota Venza XLE AWD V6 2013 Black,Toyota,Venza XLE,2013,foreign used,automatic,"₦ 18,500,000"
Toyota RAV4 Limited 2008 Silver,Toyota,RAV4 Limited,2008,foreign used,automatic,"₦ 13,000,000"
Toyota Venza 2015 Gray,Toyota,Venza,2015,foreign used,automatic,"₦ 18,000,000"
Lexus GS 350 2008 Silver,Lexus,GS 350,2008,foreign used,automatic,"₦ 11,000,000"
Acura MDX SH 4dr SUV AWD (3.5L 6cyl 9A) 2016 Burgundy,Acura,MDX SH,2016,foreign used,automatic,"₦ 20,500,000"
Toyota Corolla LE 2006 Gray,Toyota,Corolla LE,2006,local used,automatic,"₦ 4,500,000"
Toyota Highlander XLE 2022 Black,Toyota,Highlander XLE,2022,local used,automatic,"₦ 55,000,000"
Jeep Wrangler 2018 Gray,Jeep,Wrangler,2018,foreign used,automatic,"₦ 45,000,000"
Lexus ES 350 2008 Gold,Lexus,ES 350,2008,local used,automatic,"₦ 9,500,000"
Honda Accord 2013 Gold,Honda,Accord,2013,local used,automatic,"₦ 10,500,000"
Toyota Camry XSE V6 4dr Sedan (3.5L 6cyl 6A) 2016 Black,Toyota,Camry XSE,2016,foreign used,automatic,"₦ 20,000,000"
Mercedes-Benz G-Class Base G 550 AWD 2010 Brown,Mercedes-Benz,G-Class Base,2010,local used,automatic,"₦ 24,000,000"
Mercedes-Benz M Class ML 550 4Matic 2012 Black,Mercedes-Benz,M Class,2012,foreign used,automatic,"₦ 26,000,000"
Mercedes-Benz M Class 2012 Black,Mercedes-Benz,M Class,2012,local used,automatic,"₦ 19,000,000"
Toyota Camry SE 2022 Gray,Toyota,Camry SE,2022,foreign used,automatic,"₦ 29,500,000"
Toyota Highlander 2008 Black,Toyota,Highlander,2008,foreign used,automatic,"₦ 14,500,000"
Mercedes-Benz E350 2013 Black,Mercedes-Benz,E350,2013,foreign used,automatic,"₦ 19,500,000"
Honda CR-V 2013 Brown,Honda,CR-V,2013,foreign used,automatic,"₦ 17,000,000"
Land Rover Range Rover 5.0L Supercharged 2017 Blue,Land,Rover Range,2017,foreign used,automatic,"₦ 60,000,000"
Toyota Highlander XLE 2022 Red,Toyota,Highlander XLE,2022,foreign used,automatic,"₦ 67,000,000"
Hyundai Palisade 2021 White,Hyundai,Palisade,2021,foreign used,automatic,"₦ 65,000,000"
Toyota Verso 2013 Silver,Toyota,Verso,2013,foreign used,automatic,"₦ 15,000,000"
Toyota Tacoma V6 4dr Double Cab 4WD 5.0 ft. SB (4.0L 6cyl 5A) 2015,Toyota,Tacoma V6,2015,foreign used,automatic,"₦ 24,000,000"
Toyota Grand Highlander Hybrid MAX Platinum AWD 2024 White,Toyota,Grand Highlander,2024,foreign used,automatic,"₦ 141,000,000"
Lexus RX 300 4WD 2003 Black,Lexus,RX 300,2003,foreign used,automatic,"₦ 10,500,000"
New Toyota Hilux 2024 Black,New,Toyota Hilux,2024,brand new,automatic,"₦ 135,000,000"
Lexus GX 460 2021 White,Lexus,GX 460,2021,foreign used,automatic,"₦ 115,000,000"
Toyota Avensis Verso 2.0 Petrol 2006 Black,Toyota,Avensis Verso,2006,foreign used,automatic,"₦ 13,000,000"
Toyota Tundra SR5 Access Cab 4x4 2004 Gold,Toyota,Tundra SR5,2004,foreign used,automatic,"₦ 13,000,000"
Toyota Sienna XLE 2003 Beige,Toyota,Sienna XLE,2003,foreign used,automatic,"₦ 8,500,000"
Hyundai Tucson 2011 Silver,Hyundai,Tucson,2011,foreign used,automatic,"₦ 14,000,000"
Mercedes-Benz GLC-Class 2017 White,Mercedes-Benz,GLC-Class,2017,foreign used,automatic,"₦ 45,000,000"
Lexus RX 300 4WD 2004 Silver,Lexus,RX 300,2004,foreign used,automatic,"₦ 11,000,000"
Lexus RX 350 AWD 2015 Gray,Lexus,RX 350,2015,foreign used,automatic,"₦ 32,000,000"
Mercedes-Benz GLE-Class GLE 350 2018 Burgundy,Mercedes-Benz,GLE-Class GLE,2018,foreign used,automatic,"₦ 33,800,000"
Toyota Camry 2014 Black,Toyota,Camry,2014,foreign used,automatic,"₦ 14,000,000"
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2013 Blue,Acura,MDX Technology,2013,foreign used,automatic,"₦ 11,300,000"
Acura MDX Advance and Entertainment Packages 4dr SUV (3.5L 6cyl 6A),,,,foreign used,automatic,"₦ 18,000,000"
Toyota Corolla 2007 Green,Toyota,Corolla,2007,foreign used,automatic,"₦ 9,000,000"
Toyota Sequoia Platinum 4x4 2020 Black,Toyota,Sequoia Platinum,2020,foreign used,automatic,"₦ 50,000,000"
Lexus RX 350 AWD 2015 Black,Lexus,RX 350,2015,foreign used,automatic,"₦ 26,000,000"
Volkswagen Golf 1999 Red,Volkswagen,Golf,1999,foreign used,automatic,"₦ 6,000,000"
Toyota Highlander 2014 Matt Black,Toyota,Highlander,2014,local used,automatic,"₦ 20,500,000"
Toyota Corolla 2022 White,Toyota,Corolla,2022,foreign used,automatic,"₦ 26,400,000"
Toyota Corolla 2022 White,Toyota,Corolla,2022,foreign used,automatic,"₦ 26,400,000"
Toyota Camry 2010 Gray,Toyota,Camry,2010,foreign used,automatic,"₦ 11,800,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2023 White,Mercedes-Benz,GLE-Class AMG,2023,foreign used,automatic,"₦ 145,000,000"
Lexus ES 2020 Blue,Lexus,ES,2020,foreign used,automatic,"₦ 47,000,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2012 White,Toyota,Camry XLE,2012,foreign used,automatic,"₦ 16,800,000"
Mercedes-Benz GLE-Class 2020 Blue,Mercedes-Benz,GLE-Class,2020,foreign used,automatic,"₦ 75,000,000"
Lexus GS 2015 Silver,Lexus,GS,2015,foreign used,automatic,"₦ 24,000,000"
Acura MDX 2012 White,Acura,MDX,2012,foreign used,automatic,"₦ 15,500,000"
Mercedes-Benz M Class 2007 Silver,Mercedes-Benz,M Class,2007,local used,automatic,"₦ 8,000,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6AM) 2010 White,Toyota,Camry LE,2010,local used,automatic,"₦ 8,800,000"
Lexus RX 2016 Silver,Lexus,RX,2016,foreign used,automatic,"₦ 45,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2007 Gray,Toyota,Camry LE,2007,local used,automatic,"₦ 6,700,000"
Honda Accord 2008 Blue,Honda,Accord,2008,local used,automatic,"₦ 6,000,000"
Nissan Almera 2012 Silver,Nissan,Almera,2012,local used,automatic,"₦ 7,000,000"
Lexus NX 350 AWD 2023 White,Lexus,NX 350,2023,foreign used,automatic,"₦ 70,000,000"
Toyota Highlander XLE V6 4x4 (3.5L 6cyl 6A) 2016 Gold,Toyota,Highlander XLE,2016,foreign used,automatic,"₦ 32,500,000"
Hyundai Santa Fe Limited Ultimate AWD 2017 Black,Hyundai,Santa Fe,2017,foreign used,automatic,"₦ 27,500,000"
Toyota Camry LE (2.5L 4cyl 8A) 2019 Blue,Toyota,Camry LE,2019,foreign used,automatic,"₦ 34,000,000"
Toyota Tacoma 4x4 Double Cab 2008 Blue,Toyota,Tacoma 4x4,2008,foreign used,automatic,"₦ 19,800,000"
Toyota C-HR 2018 Ivory,Toyota,C-HR,2018,foreign used,automatic,"₦ 30,000,000"
Mercedes-Benz GLC-Class 2017 White,Mercedes-Benz,GLC-Class,2017,foreign used,automatic,"₦ 43,000,000"
Ford Fusion SE AWD 2016 Black,Ford,Fusion SE,2016,foreign used,automatic,"₦ 16,800,000"
New Honda CR-V Special Edition 2022 Black,New,Honda CR-V,2022,brand new,automatic,"₦ 68,000,000"
Toyota Highlander 2016 Blue,Toyota,Highlander,2016,foreign used,automatic,"₦ 34,000,000"
Toyota Highlander Limited 4dr SUV (3.5L 6cyl 6A) 2015 Gray,Toyota,Highlander Limited,2015,foreign used,automatic,"₦ 27,000,000"
Nissan Xterra SE 4x4 2006 Gray,Nissan,Xterra SE,2006,foreign used,automatic,"₦ 7,800,000"
Acura MDX 2014 White,Acura,MDX,2014,foreign used,automatic,"₦ 15,500,000"
Lexus GX 460 Luxury 2020 Gray,Lexus,GX 460,2020,foreign used,automatic,"₦ 95,000,000"
New Toyota Hilux 2023 Black,New,Toyota Hilux,2023,brand new,automatic,"₦ 95,000,000"
Nissan Pathfinder SL 4dr FWD (3.5L 6cyl) 2017 Silver,Nissan,Pathfinder SL,2017,foreign used,automatic,"₦ 27,500,000"
Toyota Land Cruiser 100 4.7 V8 Executive 2005 Black,Toyota,Land Cruiser,2005,foreign used,automatic,"₦ 25,000,000"
Toyota Tacoma Limited Double Cab 5' Bed V6 AT 2023 Black,Toyota,Tacoma Limited,2023,foreign used,automatic,"₦ 78,000,000"
Toyota Fortuner 4.0 AWD 2020 Silver,Toyota,Fortuner 4,2020,foreign used,automatic,"₦ 58,000,000"
Mercedes-Benz GLB-Class GLB 250 4MATIC 2020 Silver,Mercedes-Benz,GLB-Class GLB,2020,foreign used,automatic,"₦ 73,000,000"
Honda CR-V 2015 Blue,Honda,CR-V,2015,foreign used,automatic,"₦ 20,500,000"
Toyota RAV4 2.0 4x4 Executive 2004 Silver,Toyota,RAV4 2,2004,foreign used,automatic,"₦ 12,500,000"
Lexus RX 2003 Blue,Lexus,RX,2003,foreign used,automatic,"₦ 10,500,000"
Lexus GX 460 Premium 2012 Gray,Lexus,GX 460,2012,foreign used,automatic,"₦ 36,000,000"
Dodge Charger SXT AWD 2016 Black,Dodge,Charger SXT,2016,foreign used,automatic,"₦ 28,500,000"
Honda Accord 2005 Gold,Honda,Accord,2005,local used,automatic,"₦ 3,450,000"
Honda CR-V EX-L 4WD Automatic 2009 Blue,Honda,CR-V EX-L,2009,local used,automatic,"₦ 4,300,000"
Toyota Venza V6 2011 White,Toyota,Venza V6,2011,foreign used,automatic,"₦ 15,500,000"
Honda Pilot 2007 Green,Honda,Pilot,2007,local used,automatic,"₦ 4,500,000"
Honda Pilot 2012 Black,Honda,Pilot,2012,foreign used,automatic,"₦ 13,500,000"
Acura MDX SUV 4dr AWD (3.7L 6cyl 6A) 2013 Gray,Acura,MDX SUV,2013,foreign used,automatic,"₦ 12,000,000"
Toyota Camry 2010 Black,Toyota,Camry,2010,foreign used,automatic,"₦ 10,000,000"
Lexus GX 460 Premium 2013 Gold,Lexus,GX 460,2013,foreign used,automatic,"₦ 31,000,000"
Lexus RX 330 2006 Blue,Lexus,RX 330,2006,foreign used,automatic,"₦ 11,500,000"
Toyota RAV4 2.5 Limited 4x4 2010 Silver,Toyota,RAV4 2,2010,foreign used,automatic,"₦ 13,500,000"
Lexus RX 330 2005 Silver,Lexus,RX 330,2005,foreign used,automatic,"₦ 12,500,000"
Toyota RAV4 2.5 Limited 2010 Brown,Toyota,RAV4 2,2010,foreign used,automatic,"₦ 16,500,000"
Toyota Matrix S Hatchback FWD (2.4L 4cyl 5A) 2009 Black,Toyota,Matrix S,2009,foreign used,automatic,"₦ 11,800,000"
Toyota Venza V6 AWD 2011 Red,Toyota,Venza V6,2011,foreign used,automatic,"₦ 17,500,000"
Toyota Highlander XLE V6 4x2 (3.5L 6cyl 6A) 2016 Black,Toyota,Highlander XLE,2016,local used,automatic,"₦ 22,000,000"
New Toyota Hilux 2025 White,New,Toyota Hilux,2025,brand new,manual,"₦ 65,000,000"
Mercedes-Benz C43 2017 White,Mercedes-Benz,C43,2017,foreign used,automatic,"₦ 45,000,000"
Toyota Corolla LE 2023 Silver,Toyota,Corolla LE,2023,foreign used,automatic,"₦ 30,000,000"
